"t(s)","ang_vel(rad/s)"
0.000000000E0,6.484797230E-2
1.000000000E-1,1.182443520E-1
2.000000000E-1,1.376854278E-1
3.000000000E-1,1.355548990E-1
4.000000000E-1,1.098553946E-1
5.000000000E-1,8.881642202E-2
6.000000000E-1,5.712480517E-2
7.000000000E-1,3.475425209E-2
8.000000000E-1,4.713795112E-2
9.000000000E-1,9.321063780E-2
1.000000000E0,1.483380722E-1
1.100000000E0,9.414274418E-2
1.200000000E0,3.195793296E-2
1.300000000E0,1.034638080E-1
1.400000000E0,1.739044185E-1
1.500000000E0,1.419464856E-1
1.600000000E0,8.335694180E-2
1.700000000E0,2.103897253E-2
1.800000000E0,-2.556634637E-2
1.900000000E0,-3.888215177E-2
2.000000000E0,-1.491370205E-2
2.100000000E0,-3.861583566E-3
2.200000000E0,-2.609897858E-2
2.300000000E0,-3.968110009E-2
2.400000000E0,-1.178448778E-1
2.500000000E0,-1.657817772E-1
2.600000000E0,-1.647165128E-1
2.700000000E0,-9.520800861E-2
2.800000000E0,-3.741741317E-2
2.900000000E0,7.057376862E-3
3.000000000E0,9.427590223E-2
3.100000000E0,1.544633426E-1
3.200000000E0,1.576591359E-1
3.300000000E0,1.420796436E-1
3.400000000E0,1.181111939E-1
3.500000000E0,2.916161383E-2
3.600000000E0,-5.832322765E-2
3.700000000E0,-9.627327304E-2
3.800000000E0,-1.539307104E-1
3.900000000E0,-2.119876220E-1
4.000000000E0,-1.966744458E-1
4.100000000E0,-1.719070477E-1
4.200000000E0,-1.651159870E-1
4.300000000E0,-1.175785617E-1
4.400000000E0,-1.763012635E-1
4.500000000E0,-1.067927593E-1
4.600000000E0,-4.966795414E-2
4.700000000E0,7.989483240E-4
4.800000000E0,-3.808320344E-2
4.900000000E0,-9.614011499E-2
5.000000000E0,-6.644586895E-2
5.100000000E0,2.037318226E-2
5.200000000E0,1.731054702E-2
5.300000000E0,-1.147822425E-1
5.400000000E0,-2.806971778E-1
5.500000000E0,-2.930808769E-1
5.600000000E0,-2.143844669E-1
5.700000000E0,-2.154497314E-1
5.800000000E0,-2.785666490E-1
5.900000000E0,-2.359560717E-1
6.000000000E0,-1.731054702E-1
6.100000000E0,-2.261023757E-1
6.200000000E0,-3.862915147E-1
6.300000000E0,-4.222441892E-1
6.400000000E0,-4.558000188E-1
6.500000000E0,-2.294313270E-1
6.600000000E0,-8.588694483E-2
6.700000000E0,-5.992112430E-2
6.800000000E0,-2.328934364E-1
6.900000000E0,-1.651159870E-1
7.000000000E0,7.403587802E-2
7.100000000E0,1.394164825E-1
7.200000000E0,9.893643412E-2
7.300000000E0,2.265018499E-1
7.400000000E0,3.079945789E-1
7.500000000E0,2.049302451E-1
7.600000000E0,1.632517742E-1
7.700000000E0,1.575259779E-1
7.800000000E0,5.925533403E-2
7.900000000E0,-5.632585684E-2
8.000000000E0,1.025317016E-2
8.100000000E0,-5.432848603E-2
8.200000000E0,-1.616538776E-1
8.300000000E0,-2.657834758E-1
8.400000000E0,-4.242415600E-1
8.500000000E0,-4.225105053E-1
8.600000000E0,-4.259726147E-1
8.700000000E0,-3.010703601E-1
8.800000000E0,-1.684449383E-1
8.900000000E0,-9.161274115E-2
9.000000000E0,-6.657902700E-3
9.100000000E0,-5.779059544E-2
9.200000000E0,-1.780323182E-1
9.300000000E0,-3.000050957E-1
9.400000000E0,-3.833620375E-1
9.500000000E0,-4.314320950E-1
9.600000000E0,-3.793672958E-1
9.700000000E0,-3.225088068E-1
9.800000000E0,-2.051965612E-1
9.900000000E0,-8.482168040E-2
1.000000000E1,-5.712480517E-2
1.010000000E1,-4.274373533E-2
1.020000000E1,-1.563275554E-1
1.030000000E1,-2.657834758E-1
1.040000000E1,-3.470098887E-1
1.050000000E1,-4.045341681E-1
1.060000000E1,-3.763046606E-1
1.070000000E1,-2.695119013E-1
1.080000000E1,-2.073270901E-1
1.090000000E1,-1.101217107E-1
1.100000000E1,-6.311691760E-2
1.110000000E1,-9.600695693E-2
1.120000000E1,-1.555286071E-1
1.130000000E1,-2.631203147E-1
1.140000000E1,-3.370230347E-1
1.150000000E1,-3.643204357E-1
1.160000000E1,-3.488741015E-1
1.170000000E1,-3.210440682E-1
1.180000000E1,-1.857554853E-1
1.190000000E1,-9.574064083E-2
1.200000000E1,-6.804376559E-2
1.210000000E1,-1.008006469E-1
1.220000000E1,-1.965412877E-1
1.230000000E1,-2.585929409E-1
1.240000000E1,-3.359577702E-1
1.250000000E1,-3.544667397E-1
1.260000000E1,-3.563309525E-1
1.270000000E1,-2.833603389E-1
1.280000000E1,-2.122539381E-1
1.290000000E1,-1.423459597E-1
1.300000000E1,-1.169127714E-1
1.310000000E1,-1.230380419E-1
1.320000000E1,-1.759017893E-1
1.330000000E1,-2.576608345E-1
1.340000000E1,-3.111903722E-1
1.350000000E1,-3.659183324E-1
1.360000000E1,-3.298324998E-1
1.370000000E1,-2.838929711E-1
1.380000000E1,-2.121207800E-1
1.390000000E1,-1.580586101E-1
1.400000000E1,-1.355548990E-1
1.410000000E1,-1.073253915E-1
1.420000000E1,-1.731054702E-1
1.430000000E1,-2.498045093E-1
1.440000000E1,-2.921487705E-1
1.450000000E1,-3.435477793E-1
1.460000000E1,-3.239735454E-1
1.470000000E1,-2.640524211E-1
1.480000000E1,-2.008023454E-1
1.490000000E1,-1.515338655E-1
1.500000000E1,-1.318264735E-1
1.510000000E1,-1.661812514E-1
1.520000000E1,-1.536643943E-1
1.530000000E1,-2.371544942E-1
1.540000000E1,-2.988066732E-1
1.550000000E1,-3.355582961E-1
1.560000000E1,-3.386209313E-1
1.570000000E1,-2.715092721E-1
1.580000000E1,-2.340918589E-1
1.590000000E1,-1.589907165E-1
1.600000000E1,-1.456749111E-1
1.610000000E1,-1.420796436E-1
1.620000000E1,-1.739044185E-1
1.630000000E1,-2.423476583E-1
1.640000000E1,-2.938798252E-1
1.650000000E1,-3.053314178E-1
1.660000000E1,-2.941461413E-1
1.670000000E1,-2.751045396E-1
1.680000000E1,-2.419481841E-1
1.690000000E1,-1.916144397E-1
1.700000000E1,-1.335575282E-1
1.710000000E1,-1.648496709E-1
1.720000000E1,-1.824265340E-1
1.730000000E1,-2.655171597E-1
1.740000000E1,-2.836266550E-1
1.750000000E1,-3.005377279E-1
1.760000000E1,-2.708434818E-1
1.770000000E1,-2.691124271E-1
1.780000000E1,-2.348908073E-1
1.790000000E1,-2.193113149E-1
1.800000000E1,-1.852228531E-1
1.810000000E1,-1.635180903E-1
1.820000000E1,-1.890844367E-1
1.830000000E1,-2.263686918E-1
1.840000000E1,-2.707103238E-1
1.850000000E1,-2.970756185E-1
1.860000000E1,-3.149187977E-1
1.870000000E1,-2.759034879E-1
1.880000000E1,-2.366218620E-1
1.890000000E1,-1.878860142E-1
1.900000000E1,-1.559280812E-1
1.910000000E1,-1.692438866E-1
1.920000000E1,-2.010686615E-1
1.930000000E1,-2.157160475E-1
1.940000000E1,-2.786998070E-1
1.950000000E1,-2.809634939E-1
1.960000000E1,-2.872219225E-1
1.970000000E1,-2.728408526E-1
1.980000000E1,-2.394181811E-1
1.990000000E1,-2.211755277E-1
2.000000000E1,-1.893507528E-1
2.010000000E1,-1.950765491E-1
2.020000000E1,-1.940112847E-1
2.030000000E1,-2.134523606E-1
2.040000000E1,-2.447445033E-1
2.050000000E1,-2.853577097E-1
2.060000000E1,-2.719087463E-1
2.070000000E1,-2.526008284E-1
2.080000000E1,-2.399508133E-1
2.090000000E1,-2.134523606E-1
2.100000000E1,-1.980060263E-1
2.110000000E1,-2.002697132E-1
2.120000000E1,-1.865544337E-1
2.130000000E1,-2.214418438E-1
2.140000000E1,-2.428802905E-1
2.150000000E1,-2.901513997E-1
2.160000000E1,-2.832271809E-1
2.170000000E1,-2.488724029E-1
2.180000000E1,-2.544650412E-1
2.190000000E1,-2.051965612E-1
2.200000000E1,-2.323608042E-1
2.210000000E1,-1.853560112E-1
2.220000000E1,-2.069276159E-1
2.230000000E1,-2.664492661E-1
2.240000000E1,-2.372876522E-1
2.250000000E1,-2.611229439E-1
2.260000000E1,-2.476739804E-1
2.270000000E1,-2.476739804E-1
2.280000000E1,-2.440787130E-1
2.290000000E1,-2.163818378E-1
2.300000000E1,-2.121207800E-1
2.310000000E1,-2.342250170E-1
2.320000000E1,-2.002697132E-1
2.330000000E1,-2.394181811E-1
2.340000000E1,-2.334260687E-1
2.350000000E1,-2.603239956E-1
2.360000000E1,-2.387523908E-1
2.370000000E1,-2.526008284E-1
2.380000000E1,-2.287655368E-1
2.390000000E1,-1.992044488E-1
2.400000000E1,-2.239718468E-1
2.410000000E1,-2.527339865E-1
2.420000000E1,-2.512692479E-1
2.430000000E1,-2.209092116E-1
2.440000000E1,-2.490055610E-1
2.450000000E1,-2.379534425E-1
2.460000000E1,-2.645850533E-1
2.470000000E1,-2.348908073E-1
2.480000000E1,-2.061286676E-1
2.490000000E1,-2.446113452E-1
2.500000000E1,-2.198439472E-1
2.510000000E1,-2.581934667E-1
2.520000000E1,-2.147839411E-1
2.530000000E1,-2.372876522E-1
2.540000000E1,-2.625876825E-1
2.550000000E1,-2.600576795E-1
2.560000000E1,-2.552639895E-1
2.570000000E1,-2.191781569E-1
2.580000000E1,-2.332929106E-1
2.590000000E1,-2.636529469E-1
2.600000000E1,-1.965412877E-1
2.610000000E1,-2.432797647E-1
2.620000000E1,-2.681803208E-1
2.630000000E1,-2.395513391E-1
2.640000000E1,-2.635197889E-1
2.650000000E1,-2.083923545E-1
2.660000000E1,-2.541987251E-1
2.670000000E1,-2.418150261E-1
2.680000000E1,-2.354234395E-1
2.690000000E1,-2.475408224E-1
2.700000000E1,-2.459429257E-1
2.710000000E1,-2.239718468E-1
2.720000000E1,-2.527339865E-1
2.730000000E1,-2.338255428E-1
2.740000000E1,-2.526008284E-1
2.750000000E1,-2.348908073E-1
2.760000000E1,-2.428802905E-1
2.770000000E1,-2.408829197E-1
2.780000000E1,-2.332929106E-1
2.790000000E1,-2.450108194E-1
2.800000000E1,-2.314286979E-1
2.810000000E1,-2.553971476E-1
2.820000000E1,-2.641855791E-1
2.830000000E1,-2.131860445E-1
2.840000000E1,-2.502039835E-1
2.850000000E1,-2.396844972E-1
2.860000000E1,-2.330265945E-1
2.870000000E1,-2.480734546E-1
2.880000000E1,-2.110555156E-1
2.890000000E1,-2.444781871E-1
2.900000000E1,-2.187786827E-1
2.910000000E1,-2.459429257E-1
2.920000000E1,-2.583266248E-1
2.930000000E1,-2.134523606E-1
2.940000000E1,-2.543318831E-1
2.950000000E1,-2.659166338E-1
2.960000000E1,-2.233060566E-1
2.970000000E1,-2.398176553E-1
2.980000000E1,-2.070607740E-1
2.990000000E1,-2.282329046E-1
3.000000000E1,-2.343581750E-1
3.010000000E1,-2.442118710E-1
3.020000000E1,-2.319613301E-1
3.030000000E1,-2.303634334E-1
3.040000000E1,-2.507366157E-1
3.050000000E1,-2.328934364E-1
3.060000000E1,-2.267681660E-1
3.070000000E1,-2.158492055E-1
3.080000000E1,-2.107891995E-1
3.090000000E1,-2.338255428E-1
3.100000000E1,-2.348908073E-1
3.110000000E1,-2.518018801E-1
3.120000000E1,-2.585929409E-1
3.130000000E1,-2.211755277E-1
3.140000000E1,-2.424808163E-1
3.150000000E1,-2.227734243E-1
3.160000000E1,-1.996039229E-1
3.170000000E1,-2.400839714E-1
3.180000000E1,-2.279665884E-1
3.190000000E1,-2.448776613E-1
3.200000000E1,-2.740392751E-1
3.210000000E1,-2.551308315E-1
3.220000000E1,-2.456766096E-1
3.230000000E1,-2.222407921E-1
3.240000000E1,-2.203765794E-1
3.250000000E1,-2.253034274E-1
3.260000000E1,-2.229065824E-1
3.270000000E1,-2.737729590E-1
3.280000000E1,-2.327602784E-1
3.290000000E1,-2.608566278E-1
3.300000000E1,-2.259692176E-1
3.310000000E1,-2.544650412E-1
3.320000000E1,-2.411492358E-1
3.330000000E1,-2.227734243E-1
3.340000000E1,-2.537992509E-1
3.350000000E1,-2.410160777E-1
3.360000000E1,-2.483397707E-1
3.370000000E1,-2.530003026E-1
3.380000000E1,-2.174471022E-1
3.390000000E1,-2.290318529E-1
3.400000000E1,-2.735066429E-1
3.410000000E1,-2.665824241E-1
3.420000000E1,-2.460760838E-1
3.430000000E1,-2.245044790E-1
3.440000000E1,-2.254365854E-1
3.450000000E1,-2.403502875E-1
3.460000000E1,-2.496713512E-1
3.470000000E1,-2.471413482E-1
3.480000000E1,-2.185123666E-1
3.490000000E1,-2.324939623E-1
3.500000000E1,-2.324939623E-1
3.510000000E1,-2.459429257E-1
3.520000000E1,-2.198439472E-1
3.530000000E1,-2.233060566E-1
3.540000000E1,-2.375539683E-1
3.550000000E1,-2.261023757E-1
3.560000000E1,-2.159823636E-1
3.570000000E1,-2.466087160E-1
3.580000000E1,-2.211755277E-1
3.590000000E1,-2.514024060E-1
3.600000000E1,-2.211755277E-1
3.610000000E1,-2.126534122E-1
3.620000000E1,-2.548645154E-1
3.630000000E1,-2.284992207E-1
3.640000000E1,-2.623213664E-1
3.650000000E1,-2.442118710E-1
3.660000000E1,-2.438123969E-1
3.670000000E1,-2.587260989E-1
3.680000000E1,-2.342250170E-1
3.690000000E1,-2.298308012E-1
3.700000000E1,-2.407497616E-1
3.710000000E1,-2.569950442E-1
3.720000000E1,-2.814961262E-1
3.730000000E1,-2.189118408E-1
3.740000000E1,-2.510029318E-1
3.750000000E1,-2.194444730E-1
3.760000000E1,-2.555303056E-1
3.770000000E1,-2.078597223E-1
3.780000000E1,-2.479402965E-1
3.790000000E1,-2.495381932E-1
3.800000000E1,-2.218413180E-1
3.810000000E1,-2.511360898E-1
3.820000000E1,-2.407497616E-1
3.830000000E1,-2.474076643E-1
3.840000000E1,-2.326271203E-1
3.850000000E1,-2.412823938E-1
3.860000000E1,-2.592587311E-1
3.870000000E1,-2.291650109E-1
3.880000000E1,-2.315618559E-1
3.890000000E1,-2.724413785E-1
3.900000000E1,-2.105228834E-1
3.910000000E1,-2.310292237E-1
3.920000000E1,-2.186455247E-1
3.930000000E1,-2.266350079E-1
3.940000000E1,-2.308960656E-1
3.950000000E1,-2.277002723E-1
3.960000000E1,-2.302302754E-1
3.970000000E1,-2.355565975E-1
3.980000000E1,-2.640524211E-1
3.990000000E1,-2.455434516E-1
4.000000000E1,-2.557966217E-1
4.010000000E1,-2.575276764E-1
4.020000000E1,-2.243713210E-1
4.030000000E1,-2.556634637E-1
4.040000000E1,-1.865544337E-1
4.050000000E1,-2.099902512E-1
4.060000000E1,-2.141181508E-1
4.070000000E1,-2.383529167E-1
4.080000000E1,-2.346244911E-1
4.090000000E1,-2.490055610E-1
4.100000000E1,-1.992044488E-1
4.110000000E1,-2.371544942E-1
4.120000000E1,-2.203765794E-1
4.130000000E1,-2.549976734E-1
4.140000000E1,-2.194444730E-1
4.150000000E1,-2.448776613E-1
4.160000000E1,-2.533997768E-1
4.170000000E1,-2.259692176E-1
4.180000000E1,-2.306297495E-1
4.190000000E1,-2.218413180E-1
4.200000000E1,-2.545981992E-1
4.210000000E1,-2.314286979E-1
4.220000000E1,-2.653840016E-1
4.230000000E1,-2.544650412E-1
4.240000000E1,-2.275671143E-1
4.250000000E1,-2.410160777E-1
4.260000000E1,-2.241050049E-1
4.270000000E1,-2.423476583E-1
4.280000000E1,-1.840244306E-1
4.290000000E1,-2.399508133E-1
4.300000000E1,-2.588592570E-1
4.310000000E1,-2.153165733E-1
4.320000000E1,-2.331597526E-1
4.330000000E1,-2.198439472E-1
4.340000000E1,-2.217081599E-1
4.350000000E1,-2.576608345E-1
4.360000000E1,-2.322276462E-1
4.370000000E1,-2.351571234E-1
4.380000000E1,-2.447445033E-1
4.390000000E1,-2.387523908E-1
4.400000000E1,-2.504702996E-1
4.410000000E1,-2.290318529E-1
4.420000000E1,-2.471413482E-1
4.430000000E1,-2.201102633E-1
4.440000000E1,-2.520681962E-1
4.450000000E1,-2.727076946E-1
4.460000000E1,-2.508697737E-1
4.470000000E1,-2.536660929E-1
4.480000000E1,-2.434129227E-1
4.490000000E1,-2.655171597E-1
4.500000000E1,-2.443450291E-1
4.510000000E1,-2.402171294E-1
4.520000000E1,-2.506034576E-1
4.530000000E1,-2.474076643E-1
4.540000000E1,-2.557966217E-1
4.550000000E1,-2.288986948E-1
4.560000000E1,-2.403502875E-1
4.570000000E1,-2.573945184E-1
4.580000000E1,-2.193113149E-1
4.590000000E1,-2.270344821E-1
4.600000000E1,-2.347576492E-1
4.610000000E1,-2.239718468E-1
4.620000000E1,-2.395513391E-1
4.630000000E1,-2.217081599E-1
4.640000000E1,-2.379534425E-1
4.650000000E1,-2.229065824E-1
4.660000000E1,-2.495381932E-1
4.670000000E1,-2.190449988E-1
4.680000000E1,-2.853577097E-1
4.690000000E1,-2.627208405E-1
4.700000000E1,-2.407497616E-1
4.710000000E1,-2.396844972E-1
4.720000000E1,-2.308960656E-1
4.730000000E1,-2.335592267E-1
4.740000000E1,-2.267681660E-1
4.750000000E1,-2.700445335E-1
4.760000000E1,-2.454102935E-1
4.770000000E1,-2.499376674E-1
4.780000000E1,-2.312955398E-1
4.790000000E1,-2.420813422E-1
4.800000000E1,-2.026665582E-1
4.810000000E1,-2.395513391E-1
4.820000000E1,-2.027997162E-1
4.830000000E1,-2.491387190E-1
4.840000000E1,-2.426139744E-1
4.850000000E1,-2.404834455E-1
4.860000000E1,-2.046639290E-1
4.870000000E1,-2.241050049E-1
4.880000000E1,-2.338255428E-1
4.890000000E1,-2.300971173E-1
4.900000000E1,-2.427471324E-1
4.910000000E1,-2.528671445E-1
4.920000000E1,-2.087918287E-1
4.930000000E1,-2.503371415E-1
4.940000000E1,-2.779008587E-1
4.950000000E1,-2.588592570E-1
4.960000000E1,-2.087918287E-1
4.970000000E1,-2.621882083E-1
4.980000000E1,-2.163818378E-1
4.990000000E1,-2.362223878E-1
5.000000000E1,-2.543318831E-1
5.010000000E1,-2.274339562E-1
5.020000000E1,-2.541987251E-1
5.030000000E1,-2.412823938E-1
5.040000000E1,-2.472745063E-1
5.050000000E1,-1.689775705E-1
5.060000000E1,-2.543318831E-1
5.070000000E1,-2.603239956E-1
5.080000000E1,-2.376871264E-1
5.090000000E1,-2.814961262E-1
5.100000000E1,-2.320944881E-1
5.110000000E1,-2.466087160E-1
5.120000000E1,-2.363555459E-1
5.130000000E1,-2.195776310E-1
5.140000000E1,-2.462092418E-1
5.150000000E1,-2.133192025E-1
5.160000000E1,-2.647182114E-1
5.170000000E1,-2.336923848E-1
5.180000000E1,-2.190449988E-1
5.190000000E1,-2.291650109E-1
5.200000000E1,-2.436792388E-1
5.210000000E1,-2.499376674E-1
5.220000000E1,-2.312955398E-1
5.230000000E1,-2.462092418E-1
5.240000000E1,-2.364887039E-1
5.250000000E1,-2.279665884E-1
5.260000000E1,-2.486060868E-1
5.270000000E1,-2.428802905E-1
5.280000000E1,-2.419481841E-1
5.290000000E1,-2.239718468E-1
5.300000000E1,-2.543318831E-1
5.310000000E1,-2.711097979E-1
5.320000000E1,-2.237055307E-1
5.330000000E1,-2.436792388E-1
5.340000000E1,-2.414155519E-1
5.350000000E1,-2.376871264E-1
5.360000000E1,-2.384860747E-1
5.370000000E1,-2.379534425E-1
5.380000000E1,-2.812298100E-1
5.390000000E1,-2.230397404E-1
5.400000000E1,-2.450108194E-1
5.410000000E1,-2.291650109E-1
5.420000000E1,-2.380866006E-1
5.430000000E1,-2.166481539E-1
5.440000000E1,-2.340918589E-1
5.450000000E1,-2.428802905E-1
5.460000000E1,-2.471413482E-1
5.470000000E1,-2.568618862E-1
5.480000000E1,-2.231728985E-1
5.490000000E1,-2.543318831E-1
5.500000000E1,-2.404834455E-1
5.510000000E1,-2.283660626E-1
5.520000000E1,-2.426139744E-1
5.530000000E1,-2.507366157E-1
5.540000000E1,-2.424808163E-1
5.550000000E1,-2.230397404E-1
5.560000000E1,-2.195776310E-1
5.570000000E1,-1.952097072E-1
5.580000000E1,-2.400839714E-1
5.590000000E1,-2.790992812E-1
5.600000000E1,-2.407497616E-1
5.610000000E1,-2.667155822E-1
5.620000000E1,-2.319613301E-1
5.630000000E1,-2.660497919E-1
5.640000000E1,-2.693787432E-1
5.650000000E1,-2.467418741E-1
5.660000000E1,-2.450108194E-1
5.670000000E1,-2.467418741E-1
5.680000000E1,-2.454102935E-1
5.690000000E1,-2.190449988E-1
5.700000000E1,-2.412823938E-1
5.710000000E1,-2.779008587E-1
5.720000000E1,-2.495381932E-1
5.730000000E1,-2.679140046E-1
5.740000000E1,-2.142513089E-1
5.750000000E1,-2.410160777E-1
5.760000000E1,-2.631203147E-1
5.770000000E1,-2.438123969E-1
5.780000000E1,-2.512692479E-1
5.790000000E1,-2.233060566E-1
5.800000000E1,-2.655171597E-1
5.810000000E1,-2.442118710E-1
5.820000000E1,-2.619218922E-1
5.830000000E1,-2.410160777E-1
5.840000000E1,-1.956091813E-1
5.850000000E1,-2.685797949E-1
5.860000000E1,-2.527339865E-1
5.870000000E1,-2.559297798E-1
5.880000000E1,-2.474076643E-1
5.890000000E1,-2.391518650E-1
5.900000000E1,-2.295644851E-1
5.910000000E1,-2.476739804E-1
5.920000000E1,-2.127865703E-1
5.930000000E1,-2.577939925E-1
5.940000000E1,-2.298308012E-1
5.950000000E1,-2.387523908E-1
5.960000000E1,-2.511360898E-1
5.970000000E1,-2.133192025E-1
5.980000000E1,-2.511360898E-1
5.990000000E1,-2.250371113E-1
6.000000000E1,-2.199771052E-1
6.010000000E1,-2.524676704E-1
6.020000000E1,-2.511360898E-1
6.030000000E1,-2.364887039E-1
6.040000000E1,-2.234392146E-1
6.050000000E1,-2.563292540E-1
6.060000000E1,-2.287655368E-1
6.070000000E1,-2.367550200E-1
6.080000000E1,-2.515355640E-1
6.090000000E1,-2.380866006E-1
6.100000000E1,-2.535329348E-1
6.110000000E1,-2.487392449E-1
6.120000000E1,-2.470081902E-1
6.130000000E1,-1.768338957E-1
6.140000000E1,-1.992044488E-1
6.150000000E1,-2.545981992E-1
6.160000000E1,-2.221076341E-1
6.170000000E1,-2.571282023E-1
6.180000000E1,-2.352902814E-1
6.190000000E1,-2.589924150E-1
6.200000000E1,-2.402171294E-1
6.210000000E1,-2.211755277E-1
6.220000000E1,-2.625876825E-1
6.230000000E1,-2.350239653E-1
6.240000000E1,-2.374208103E-1
6.250000000E1,-2.475408224E-1
6.260000000E1,-2.515355640E-1
6.270000000E1,-2.380866006E-1
6.280000000E1,-2.239718468E-1
6.290000000E1,-2.414155519E-1
6.300000000E1,-2.435460808E-1
6.310000000E1,-2.663161080E-1
6.320000000E1,-2.222407921E-1
6.330000000E1,-2.352902814E-1
6.340000000E1,-2.351571234E-1
6.350000000E1,-2.548645154E-1
6.360000000E1,-2.731071688E-1
6.370000000E1,-2.603239956E-1
6.380000000E1,-2.348908073E-1
6.390000000E1,-2.411492358E-1
6.400000000E1,-2.597913634E-1
6.410000000E1,-2.436792388E-1
6.420000000E1,-2.507366157E-1
6.430000000E1,-2.438123969E-1
6.440000000E1,-2.804308617E-1
6.450000000E1,-2.731071688E-1
6.460000000E1,-2.275671143E-1
6.470000000E1,-2.727076946E-1
6.480000000E1,-2.427471324E-1
6.490000000E1,-2.450108194E-1
6.500000000E1,-2.747050654E-1
6.510000000E1,-2.708434818E-1
6.520000000E1,-2.736398010E-1
6.530000000E1,-2.050634032E-1
6.540000000E1,-2.466087160E-1
6.550000000E1,-2.368881781E-1
6.560000000E1,-2.463423999E-1
6.570000000E1,-2.257029015E-1
6.580000000E1,-2.189118408E-1
6.590000000E1,-2.295644851E-1
6.600000000E1,-2.207760535E-1
6.610000000E1,-2.161155216E-1
6.620000000E1,-1.962749716E-1
6.630000000E1,-2.438123969E-1
6.640000000E1,-2.229065824E-1
6.650000000E1,-2.617887342E-1
6.660000000E1,-2.020007679E-1
6.670000000E1,-2.748382235E-1
6.680000000E1,-3.129214269E-1
6.690000000E1,-2.326271203E-1
6.700000000E1,-2.962766702E-1
6.710000000E1,-2.616555761E-1
6.720000000E1,-2.757703298E-1
6.730000000E1,-2.592587311E-1
6.740000000E1,-2.854908678E-1
6.750000000E1,-2.430134486E-1
6.760000000E1,-2.651176855E-1
6.770000000E1,-2.466087160E-1
6.780000000E1,-2.198439472E-1
6.790000000E1,-2.384860747E-1
6.800000000E1,-2.257029015E-1
6.810000000E1,-2.404834455E-1
6.820000000E1,-2.496713512E-1
6.830000000E1,-2.660497919E-1
6.840000000E1,-2.580603087E-1
6.850000000E1,-2.478071385E-1
6.860000000E1,-2.410160777E-1
6.870000000E1,-2.526008284E-1
6.880000000E1,-2.641855791E-1
6.890000000E1,-2.055960354E-1
6.900000000E1,-2.555303056E-1
6.910000000E1,-2.332929106E-1
6.920000000E1,-2.366218620E-1
6.930000000E1,-2.673813724E-1
6.940000000E1,-2.238386888E-1
6.950000000E1,-2.444781871E-1
6.960000000E1,-2.443450291E-1
6.970000000E1,-2.765692782E-1
6.980000000E1,-2.498045093E-1
6.990000000E1,-2.150502572E-1
7.000000000E1,-1.964081296E-1
7.010000000E1,-2.161155216E-1
7.020000000E1,-2.318281720E-1
7.030000000E1,-2.391518650E-1
7.040000000E1,-2.459429257E-1
7.050000000E1,-2.557966217E-1
7.060000000E1,-2.593918892E-1
7.070000000E1,-2.069276159E-1
7.080000000E1,-2.267681660E-1
7.090000000E1,-2.628539986E-1
7.100000000E1,-2.147839411E-1
7.110000000E1,-2.631203147E-1
7.120000000E1,-2.294313270E-1
7.130000000E1,-2.483397707E-1
7.140000000E1,-2.588592570E-1
7.150000000E1,-2.611229439E-1
7.160000000E1,-2.612561019E-1
7.170000000E1,-2.383529167E-1
7.180000000E1,-2.399508133E-1
7.190000000E1,-2.302302754E-1
7.200000000E1,-2.585929409E-1
7.210000000E1,-2.728408526E-1
7.220000000E1,-2.470081902E-1
7.230000000E1,-2.351571234E-1
7.240000000E1,-2.364887039E-1
7.250000000E1,-2.230397404E-1
7.260000000E1,-2.744387493E-1
7.270000000E1,-2.671150563E-1
7.280000000E1,-2.659166338E-1
7.290000000E1,-2.671150563E-1
7.300000000E1,-2.371544942E-1
7.310000000E1,-2.261023757E-1
7.320000000E1,-2.608566278E-1
7.330000000E1,-2.312955398E-1
